Subcategory,Food,Serving,Calories,URL
"Bread, Bread Rolls & Pastries",Wonton Wrappers,100 g,291 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Yorkshire Pudding,100 g,240 Cal,https://www.calories.info/food/bread-rolls-pastries
Cakes & Pies,Angel Food Cake,100 g,263 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Apple Cake,100 g,216 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Apple Crumble,100 g,316 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Apple Pie,100 g,265 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Apple Strudel,100 g,170 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Apple Turnover,100 g,233 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Bakewell Tart,100 g,414 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Banana Cream Pie,100 g,269 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Banoffee Pie,100 g,370 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Black Forest Cake,100 g,280 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Blueberry Muffin,100 g,304 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Blueberry Pie,100 g,232 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Brownie,100 g,507 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Bundt Cake,100 g,381 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Carrot Cake,100 g,415 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Cheesecake,100 g,327 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Cherry Pie,100 g,260 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Chocolate Cake,100 g,345 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Chocolate Mousse Cake,100 g,411 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Chocolate Muffin,100 g,297 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Coconut Cake,100 g,356 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Coffee Cake,100 g,372 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Corn Muffin,100 g,305 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Cupcake,100 g,308 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Danish Pastry,100 g,371 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Donut,100 g,396 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Dutch Apple Pie,100 g,442 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Egg Custard,100 g,410 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Flourless Chocolate Cake,100 g,343 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Fruit Cake,100 g,324 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Funnel Cake,100 g,349 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,German Chocolate Cake,100 g,375 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Ham and Cheese Cake,100 g,270 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Ice Cream Cake,100 g,299 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Lemon Cake,100 g,384 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Lemon Meringue Pie,100 g,268 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Madeira Cake,100 g,286 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Marble Cake,100 g,409 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Muffin,100 g,222 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Peach Cobbler,100 g,201 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Peach Pie,100 g,224 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Pecan Pie,100 g,407 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Pie Crust,100 g,435 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Pineapple Upside Down Cake,100 g,319 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Pound Cake,100 g,400 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Pumpkin Pie,100 g,191 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Red Velvet Cake,100 g,355 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Rhubarb Pie,100 g,255 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Rum Cake,100 g,333 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Spanakopita,100 g,211 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Sponge Cake,100 g,320 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Sprinkles,100 g,473 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Strawberry Cheesecake,100 g,357 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Strawberry Pie,100 g,137 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Strawberry Rhubarb Pie,100 g,281 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Sweet Potato Pie,100 g,269 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Swiss Roll,100 g,399 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Tiramisu Cake,100 g,235 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Tres Leches Cake,100 g,267 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Victoria Sponge Cake,100 g,408 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,White Cake,100 g,365 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Whoopie Pie,100 g,160 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,Yellow Cake,100 g,361 Cal,https://www.calories.info/food/cakes-pies
Cakes & Pies,"Yellow Cake, with Chocolate Frosting",100 g,379 Cal,https://www.calories.info/food/cakes-pies
Cereal,All Bran (Kellogg's),100 g,259 Cal,https://www.calories.info/food/cereal
Cereal,Bran Flakes,100 g,359 Cal,https://www.calories.info/food/cereal
Cereal,Buckwheat,100 g,346 Cal,https://www.calories.info/food/cereal
Cereal,"Buckwheat, cooked",100 g,124 Cal,https://www.calories.info/food/cereal
Cereal,Cap'n Crunch (Quaker Oats),100 g,394 Cal,https://www.calories.info/food/cereal
Cereal,"Cereals, Muesli",100 g,363 Cal,https://www.calories.info/food/cereal
Cereal,Cheerios (Nestlé),100 g,379 Cal,https://www.calories.info/food/cereal
Cereal,Chex (General Mills),100 g,375 Cal,https://www.calories.info/food/cereal
Cereal,Chocolate Cheerios,100 g,380 Cal,https://www.calories.info/food/cereal
Cereal,Cinnamon Toast Crunch (General Mills),100 g,343 Cal,https://www.calories.info/food/cereal
Cereal,Coco Pops (Kellogg's),100 g,389 Cal,https://www.calories.info/food/cereal
Cereal,Cocoa Krispies (Kellogg's),100 g,389 Cal,https://www.calories.info/food/cereal
Cereal,Cocoa Pebbles (Post),100 g,397 Cal,https://www.calories.info/food/cereal
Cereal,Cocoa Puffs (General Mills),100 g,383 Cal,https://www.calories.info/food/cereal
Cereal,Cookie Crisp (Nestlé),100 g,388 Cal,https://www.calories.info/food/cereal
Cereal,Corn Flakes (Kellogg's),100 g,363 Cal,https://www.calories.info/food/cereal
Cereal,Corn Pops (Kellogg's),100 g,387 Cal,https://www.calories.info/food/cereal
Cereal,Cracklin Oat Bran (Kellogg's),100 g,395 Cal,https://www.calories.info/food/cereal
Cereal,Cream of Wheat,100 g,366 Cal,https://www.calories.info/food/cereal
Cereal,Crunchy Nut Cornflakes (Kelloggs),100 g,388 Cal,https://www.calories.info/food/cereal
Cereal,Dippin Dots (General Mills),100 g,122 Cal,https://www.calories.info/food/cereal
Cereal,Fiber One (General Mills),100 g,207 Cal,https://www.calories.info/food/cereal
Cereal,Froot Loops (Kellogg's),100 g,384 Cal,https://www.calories.info/food/cereal
Cereal,Frosted Cheerios (Nestlé),100 g,376 Cal,https://www.calories.info/food/cereal
Cereal,Frosted Flakes (Kellogg's),100 g,369 Cal,https://www.calories.info/food/cereal
Cereal,Fruity Pebbles (Post),100 g,402 Cal,https://www.calories.info/food/cereal
Cereal,Golden Grahams (Nestlé),100 g,376 Cal,https://www.calories.info/food/cereal
Cereal,Granola,100 g,507 Cal,https://www.calories.info/food/cereal
Cereal,Grape Nuts (Post),100 g,263 Cal,https://www.calories.info/food/cereal
Cereal,Honey Nut Cheerios (General Mills),100 g,367 Cal,https://www.calories.info/food/cereal
Cereal,Honey Smacks (Kellogg's),100 g,380 Cal,https://www.calories.info/food/cereal
Cereal,Just Right (Kellogg's),100 g,371 Cal,https://www.calories.info/food/cereal
Cereal,Kashi Cereals,100 g,311 Cal,https://www.calories.info/food/cereal
Cereal,Kix (General Mills),100 g,357 Cal,https://www.calories.info/food/cereal
Cereal,Krave (Kellogg's),100 g,381 Cal,https://www.calories.info/food/cereal
Cereal,Life Cereal (Quaker Oats),100 g,374 Cal,https://www.calories.info/food/cereal
Cereal,Lucky Charms (General Mills),100 g,390 Cal,https://www.calories.info/food/cereal
Cereal,Malt O Meal (Post),100 g,401 Cal,https://www.calories.info/food/cereal
Cereal,Mini Wheats (Kellogg's),100 g,365 Cal,https://www.calories.info/food/cereal
Cereal,Multigrain Cheerios (General Mills),100 g,370 Cal,https://www.calories.info/food/cereal
Cereal,Oat Bran,100 g,358 Cal,https://www.calories.info/food/cereal
Cereal,Oatibix (Weetabix),100 g,390 Cal,https://www.calories.info/food/cereal
Cereal,Oatmeal,100 g,128 Cal,https://www.calories.info/food/cereal
Cereal,Oatmeal Squares (Quaker),100 g,379 Cal,https://www.calories.info/food/cereal
Cereal,Old Fashioned Oatmeal (Quaker),100 g,370 Cal,https://www.calories.info/food/cereal
Cereal,Porridge,100 g,380 Cal,https://www.calories.info/food/cereal
Cereal,Puffed Wheat,100 g,366 Cal,https://www.calories.info/food/cereal
Cereal,Quaker Grits (Quarker),100 g,343 Cal,https://www.calories.info/food/cereal
Cereal,Quaker Oatmeal (Quaker),100 g,334 Cal,https://www.calories.info/food/cereal
Cereal,Raisin Bran (Kellogg's),100 g,333 Cal,https://www.calories.info/food/cereal
Cereal,Raisin Bran Crunch (Kellogg's),100 g,354 Cal,https://www.calories.info/food/cereal
Cereal,Ready Brek (Weetabix),100 g,280 Cal,https://www.calories.info/food/cereal
Cereal,Rice Chex (General Mills),100 g,375 Cal,https://www.calories.info/food/cereal
Cereal,Rice Krispies (Kellogg's),100 g,383 Cal,https://www.calories.info/food/cereal
Cereal,Rolled Oats,100 g,370 Cal,https://www.calories.info/food/cereal
Cereal,Scooters (Malt-O-Meal),100 g,387 Cal,https://www.calories.info/food/cereal
Cereal,Shreddies (Nestlé),100 g,364 Cal,https://www.calories.info/food/cereal
Cereal,Special K (Kellogg's),100 g,385 Cal,https://www.calories.info/food/cereal
Cereal,Special K Red Berries (Kellogg's),100 g,345 Cal,https://www.calories.info/food/cereal
Cereal,Trix (General Mills),100 g,384 Cal,https://www.calories.info/food/cereal
Cereal,Weetabix,100 g,371 Cal,https://www.calories.info/food/cereal
Cereal,Weetos (Weetabix),100 g,374 Cal,https://www.calories.info/food/cereal
Cereal,Wheat Bran,100 g,270 Cal,https://www.calories.info/food/cereal
Cereal,Wheaties (General Mills),100 g,333 Cal,https://www.calories.info/food/cereal
Cheese,American Cheese,100 g,500 Cal,https://www.calories.info/food/cheese
Cheese,Asiago Cheese,100 g,464 Cal,https://www.calories.info/food/cheese
Cheese,Babybel,100 g,293 Cal,https://www.calories.info/food/cheese
Cheese,Blue Cheese,100 g,362 Cal,https://www.calories.info/food/cheese
Cheese,Brie,100 g,367 Cal,https://www.calories.info/food/cheese
Cheese,Camembert,100 g,286 Cal,https://www.calories.info/food/cheese
Cheese,Cheddar Cheese,100 g,397 Cal,https://www.calories.info/food/cheese
Cheese,Cheese Fondue,100 g,274 Cal,https://www.calories.info/food/cheese
Cheese,Cheese Sauce,100 ml,86 Cal,https://www.calories.info/food/cheese
Cheese,Cheese Spread,100 g,332 Cal,https://www.calories.info/food/cheese
Cheese,Chihuahua Cheese,100 g,374 Cal,https://www.calories.info/food/cheese
Cheese,Colby Jack Cheese,100 g,384 Cal,https://www.calories.info/food/cheese
Cheese,Cottage Cheese,100 g,104 Cal,https://www.calories.info/food/cheese
Cheese,"Cream Cheese, fat free",100 g,105 Cal,https://www.calories.info/food/cheese
Cheese,Curd,100 g,86 Cal,https://www.calories.info/food/cheese
Cheese,Edam Cheese,100 g,357 Cal,https://www.calories.info/food/cheese
Cheese,Emmental Cheese,100 g,381 Cal,https://www.calories.info/food/cheese
Cheese,Feta Cheese,100 g,287 Cal,https://www.calories.info/food/cheese
Cheese,Fontina Cheese,100 g,389 Cal,https://www.calories.info/food/cheese
Cheese,Fresh Mozzarella,100 g,250 Cal,https://www.calories.info/food/cheese
Cheese,Goat Cheese,100 g,347 Cal,https://www.calories.info/food/cheese
Cheese,Gorgonzola,100 g,360 Cal,https://www.calories.info/food/cheese
Cheese,Gouda Cheese,100 g,368 Cal,https://www.calories.info/food/cheese
Cheese,Grana Padano,100 g,398 Cal,https://www.calories.info/food/cheese
Cheese,Gruyere Cheese,100 g,413 Cal,https://www.calories.info/food/cheese
Cheese,Halloumi,100 g,381 Cal,https://www.calories.info/food/cheese
Cheese,Havarti,100 g,371 Cal,https://www.calories.info/food/cheese
Cheese,Jarlsberg,100 g,352 Cal,https://www.calories.info/food/cheese
Cheese,Light Cheese,100 g,82 Cal,https://www.calories.info/food/cheese
Cheese,Manchego Cheese,100 g,429 Cal,https://www.calories.info/food/cheese
Cheese,Mexican Cheese,100 g,384 Cal,https://www.calories.info/food/cheese
Cheese,Mini Babybel Light,100 g,208 Cal,https://www.calories.info/food/cheese
Cheese,Monterey,100 g,376 Cal,https://www.calories.info/food/cheese
Cheese,Mozzarella Cheese,100 g,265 Cal,https://www.calories.info/food/cheese
Cheese,Muenster Cheese,100 g,368 Cal,https://www.calories.info/food/cheese
Cheese,Parmesan Cheese,100 g,399 Cal,https://www.calories.info/food/cheese
Cheese,"Parmesan Cheese, grated",100 g,420 Cal,https://www.calories.info/food/cheese
Cheese,Pepper Jack Cheese,100 g,373 Cal,https://www.calories.info/food/cheese
Cheese,Pimento Cheese,100 g,375 Cal,https://www.calories.info/food/cheese
Cheese,Porter Cheese,100 g,383 Cal,https://www.calories.info/food/cheese
Cheese,Provolone Cheese,100 g,351 Cal,https://www.calories.info/food/cheese
Cheese,"Romano Cheese, Pecorino",100 g,423 Cal,https://www.calories.info/food/cheese
Cheese,Roquefort Cheese,100 g,363 Cal,https://www.calories.info/food/cheese
Cheese,Sheep Cheese,100 g,287 Cal,https://www.calories.info/food/cheese
Cheese,Shredded Cheese,100 g,496 Cal,https://www.calories.info/food/cheese
Cheese,Shredded Sharp Cheddar Cheese,100 g,402 Cal,https://www.calories.info/food/cheese
Cheese,Smoked Cheese,100 g,300 Cal,https://www.calories.info/food/cheese
Cheese,Soft Cheese,100 g,278 Cal,https://www.calories.info/food/cheese
Cheese,Stilton Cheese,100 g,366 Cal,https://www.calories.info/food/cheese
Cheese,String Cheese,100 g,320 Cal,https://www.calories.info/food/cheese
Cheese,Vegan Cheese,100 g,287 Cal,https://www.calories.info/food/cheese
Cheese,White Cheddar,100 g,385 Cal,https://www.calories.info/food/cheese
Cheese,White Cheese,100 g,310 Cal,https://www.calories.info/food/cheese
"Chips, Popcorn & Snacks",Bagel Chips,100 g,451 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Baked Chips,100 g,469 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Banana Chips,100 g,519 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Beef Stick,100 g,583 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Caramel Pop Corn,100 g,369 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Cheese Crackers,100 g,489 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Cheese Popcorn,100 g,526 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Chester,100 g,541 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks","Chips, Potato Chips",100 g,566 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Chocolate Rice Cakes,100 g,400 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Corn Cake,100 g,387 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Corn Chips,100 g,480 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Cream Cracker,100 g,443 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Doritos,100 g,519 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Flaming Hot Cheetos,100 g,571 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Flapjack,100 g,231 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Fruit Gushers,100 g,360 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Granola Bar,100 g,322 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Microwave Popcorn,100 g,385 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Nachos,100 g,482 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks","Nachos, with Cheese",100 g,343 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Pita Chips,100 g,475 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Plantain Chips,100 g,277 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks","Popcorn, air popped",100 g,442 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks","Popcorn, oil popped",100 g,500 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks","Popcorn, unpopped",100 g,338 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Pretzel Sticks,100 g,349 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Ready Salted Crisps,100 g,529 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Rice Crackers,100 g,389 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Rice Crisps,100 g,384 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Roasted Chickpeas,100 g,464 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Roasted Soybeans,100 g,449 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks","S'mores, Candy Bar",100 g,472 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Sesame Sticks,100 g,541 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Sweet Potato Chips,100 g,237 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Taro Chips,100 g,498 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Tepary Beans,100 g,170 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Tortilla chips,100 g,309 Cal,https://www.calories.info/food/chips-popcorn-snacks
"Chips, Popcorn & Snacks",Vegetable Chips,100 g,512 Cal,https://www.calories.info/food/chips-popcorn-snacks
Coffee,"Cafe Latte, Coffee with Milk",100 ml,30 Cal,https://www.calories.info/food/coffee
Coffee,Caffé Americano,100 ml,4 Cal,https://www.calories.info/food/coffee
Coffee,Cappuccino,100 ml,34 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, Black Coffee",100 ml,2 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Almond Milk",100 ml,5 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Milk and Sugar",100 ml,50 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Semi Skimmed Milk",100 ml,14 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Skim Milk",100 ml,8 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Soy Milk",100 ml,9 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Sugar",100 ml,10 Cal,https://www.calories.info/food/coffee
Coffee,"Coffee, with Whole Milk",100 ml,10 Cal,https://www.calories.info/food/coffee
Coffee,Double Espresso,100 g,9 Cal,https://www.calories.info/food/coffee
Coffee,Espresso,100 ml,2 Cal,https://www.calories.info/food/coffee
Coffee,Flat White Coffee,100 ml,43 Cal,https://www.calories.info/food/coffee
Coffee,Iced Coffee,100 g,2 Cal,https://www.calories.info/food/coffee
Coffee,Latte Macchiato,100 ml,44 Cal,https://www.calories.info/food/coffee
Coffee,"Nescafe Classic, Coffee Powder",100 g,118 Cal,https://www.calories.info/food/coffee
Coffee,Turkish Coffee,100 ml,26 Cal,https://www.calories.info/food/coffee
Cream Cheese,Cottage Cheese,100 g,104 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,"Cottage Cheese, low fat",100 g,84 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,"Cottage Cheese, nonfat",100 g,72 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Cream Cheese,100 g,341 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,"Cream Cheese, low fat",100 g,225 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Labneh,100 g,179 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Neufchatel,100 g,201 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Paneer,100 g,321 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Philadelphia Chocolate (Mondelēz),100 g,287 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Philadelphia Cream Cheese (Mondelēz),100 g,228 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Philadelphia Cream Cheese Light (Mondelēz),100 g,158 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Ricotta Cheese,100 g,176 Cal,https://www.calories.info/food/cream-cheese
Cream Cheese,Salmon Cream Cheese,100 g,300 Cal,https://www.calories.info/food/cream-cheese
Desserts & Pudding,Angel Delight (Premier Foods),100 g,120 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Applesauce,100 g,53 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Blueberry Cobbler,100 g,227 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Blueberry Pancakes,100 g,195 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Bread Pudding,100 g,155 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Chocolate Mousse,100 g,347 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Chocolate Pudding,100 g,95 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Corn Pudding,100 g,191 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Crepe,100 g,192 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Crumpet,100 g,227 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Custard,100 g,95 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Custard Powder,100 g,82 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Dulce de Leche,100 g,315 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Flan,100 g,145 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Ice Milk,100 ml,60 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Pancake,100 g,197 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Pie,100 g,501 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Profiterole,100 g,530 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Rice Pudding,100 g,94 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Tapioca Pudding,100 g,132 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Tiramisu,100 g,312 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Trifle,100 g,168 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Vanilla Pudding,100 g,124 Cal,https://www.calories.info/food/desserts-pudding
Desserts & Pudding,Waffle,100 g,562 Cal,https://www.calories.info/food/desserts-pudding
Fast Food & Burgers,BBQ Rib,100 g,302 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,BLT Sandwich,100 g,205 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Baconator (Wendy's),100 g,445 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Bean Burrito,100 g,221 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Beef Empanada,100 g,333 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Big Mac (McDonald's),100 g,259 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Burger Patty,100 g,212 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Cheese Quesadilla,100 g,394 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Cheese Sandwich,100 g,285 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Cheeseburger,100 g,281 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Cheeseburger (McDonald's),100 g,254 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chicken McNuggets (McDonald's),100 g,252 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chicken Nuggets,100 g,252 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chicken Nuggets (McDonald's),100 g,252 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chicken Sandwich,100 g,249 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chicken Tenders,100 g,271 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chicken Wings,100 g,191 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chimichanga,100 g,246 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Chinese Egg Roll,100 g,269 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Corn Dog,100 g,250 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Crispy Chicken Sandwich,100 g,276 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Double Cheeseburger,100 g,269 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Double Cheeseburger (McDonald's),100 g,282 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Double Whopper (Burger King),100 g,252 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,"Double Whopper, with cheese (Burger King)",100 g,266 Cal,https://www.calories.info/food/fast-food-burgers
Fast Food & Burgers,Egg McMuffin (McDonald's),100 g,256 Cal,https://www.calories.info/food/fast-food-burgers
